review_text,rating,summary_text,text_length,clean_review,clean_length
Product arrived on time as expected and worked exactly as advertised. A good buy on a product that will be used as part of a surveillance system.,5.0,Great Price and delivery,27,product arrived time expected worked exactly advertised good buy product used part surveillance system,14
"I purchased this SanDisk 64 GB memory card so as to get the full benefit for my Samsung Galaxy Note 8.0, when I received it from Amazon, I just inserted it in the Note 8.0, and within seconds, it was recognized (shows as 59.47 GB) and I installed ebooks, Magazines, music, pdf files, photo's and several full length movies and still have much more room to spare.  The price was right and I wanted the 10 UHS-1 speed so as to take full advantage of my Note 8.0.  SanDisk memory cards have never failed me so I'm very pleased with this card.",5.0,Excellent Memory Card,102,purchased sandisk gb memory card get full benefit samsung galaxy note received amazon inserted note within seconds recognized shows gb installed ebooks magazines music pdf files photos several full length movies still much room spare price right wanted uhs speed take full advantage note sandisk memory cards never failed im pleased card,52
with the black friday discount the price is great. i got free shipping by bundling other items to meet (over $35) free shipping. comes in sandisk package so it is nice to know it is not a black market knockoff. i bought 2 of these babies.,4.0,best price i could find,46,black friday discount price great got free shipping bundling items meet free shipping comes sandisk package nice know black market knockoff bought babies,23
Tons of storage and the read and write speed it an added bonus. Blows people away how quick my phone's ready to take the next pic.,5.0,Just what I needed,26,tons storage read write speed added bonus blows people away quick phones ready take next pic,16
Sandisk is the best out there and this ultra is even better!  Currently using it on a dashcam I have installed in my vehicle.  Its a shame smart phones seem to be going away with external memory so they can eventually start charging you for cloud storage.,5.0,Sandisk is the best!,47,sandisk best ultra even better currently using dashcam installed vehicle shame smart phones seem going away external memory eventually start charging cloud storage,23
It works fine so far - easy to quickly upload data on this microSD - bought this for my daughter who uses this with her Samsung Galaxy Note tablet that was also purchased on Amazon - will update if I see issues.,5.0,It works fine so far,42,works fine far easy quickly upload data microsd bought daughter uses samsung galaxy note tablet also purchased amazon update see issues,21
"I have nothing bad to say about these little guys! They arrived as expected, they fit into the devices and they work as stated! :D",5.0,All good!,25,nothing bad say little guys arrived expected fit devices work stated,11
Works perfectly. I can take the microSDHC from my Galaxy Player and use the adaptor to plug it into my iMac with no problem at all.,5.0,Works great and at a good price.,26,works perfectly take microsdhc galaxy player use adaptor plug imac problem,11
"Works perfect, has no archive issues at all! Looks and feels pretty durable! Recommended for high end video and photography devices!",5.0,Great card!,21,works perfect archive issues looks feels pretty durable recommended high end video photography devices,14
"I have tried to copy out the files and it is an astonishingly 40MB/s  Not sure why others are getting such low speed read but it think it is the computer.  Mine is running Core i7, SSD and 16GB ram.  Probably it is why so.  Nevertheless, will see how durable is this microsd card.",5.0,Its 40MB/s!!,54,tried copy files astonishingly mbs sure others getting low speed read think computer mine running core ssd gb ram probably nevertheless see durable microsd card,25
I bought this awhile back. and I must say it worked just fine and exactly what I needed. its nice.,5.0,Worked great.,20,bought awhile back must say worked fine exactly needed nice,10
I have it more then half of year now and still can not believe how they manage to fit 64GB on that small piece of plastic.. :),5.0,tinny but powerful..,27,half year still believe manage fit gb small piece plastic,10
It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,3.0,16mbts\sec,21,writes according sandisk app test speed mbsecond expected little,9
Perfect and fast. This microsdxc is just what I need for my surface tablet. Just plug and play operation with no issues.,5.0,Awesome Product,22,perfect fast microsdxc need surface tablet plug play operation issues,10
"32 gb card is unredable...tablet cant read it, camera cant read it... Unable to format it... And  i dont havve 20 words...I have 30$ less...",1.0,not working!,25,gb card unredabletablet cant read camera cant read unable format dont havve wordsi less,14
I bought this card for my Samsung Galaxy S3.  Unfortunately it failed after 4 months.  I contacted SanDisk and they promptly sent me another.  It has been going strong for 6 months.,3.0,Failed after 4 months but was quickly replaced by SanDisk,32,bought card samsung galaxy unfortunately failed months contacted sandisk promptly sent another going strong months,15
What can you say? It works like advertised and has a flair for its design. Fantastic for my GoPro Here 3. Now I just have to get more!,5.0,Great card!,28,say works like advertised flair design fantastic gopro get,9
If you want TONS of storage on your phone or device this is the answer. The card is also FAST I can watch an HD movie or shoot one with my phone with no issues whatsoever.I upgraded from a 32g card to this newer faster one and can really tell the difference. The faster cards are worth the upgrade price.,5.0,FAST,60,want tons storage phone device answer card also fast watch hd movie shoot one phone issues whatsoeveri upgraded g card newer faster one really tell difference faster cards worth upgrade price,31
"There really isn't much anyone can say that's bad about SD, they are the best around...SC Cards are the best you can get",5.0,SC Cards are the best you can get,23,really isnt much anyone say thats bad sd best aroundsc cards best get,13
"I don't get too worked up about memory cards, usually try to buy at least class 10. I am sure this is a fine card, just the one I purchased was defective.  Replaced it with another brand, not wanting to try twice.",3.0,Mine was defective,42,dont get worked memory cards usually try buy least class sure fine card one purchased defective replaced another brand wanting try twice,22
"I got this card specifically to use for making ClockworkMod/PhilZ recovery backups on my S4. I tried using my 64GB cards, but neither recovery properly supports exFAT file systems. Yes, you can reformat in FAT32 if you really want to, but it's not optimal. Besides, I don't really want to carry 10+ GB of data backups around with me on a daily basis when I could carry music or videos instead. So now I leave this card safely tucked away on my desk and only use it when necessary. Works great!",5.0,For ClockworkMod/PhilZ backups,91,got card specifically use making clockworkmodphilz recovery backups tried using gb cards neither recovery properly supports exfat file systems yes reformat fat really want optimal besides dont really want carry gb data backups around daily basis could carry music videos instead leave card safely tucked away desk use necessary works great,51
Use it to store music and stuff in the cell phone...have had no problems or bad sectors.The included adapter is great for using it in the computer,5.0,No problems,27,use store music stuff cell phonehave problems bad sectorsthe included adapter great using computer,14
"Fast memorycard, the only type of memory card I'll purchase. I've grown as they have grown. 4, 8, 16, 32,64 GB",5.0,Great memory card,21,fast memorycard type memory card ill purchase ive grown grown gb,11
"So far my experience with all SanDisk memory products has been nothing but excellent. They work in all products I've tried them in and are reliable. I have two of the 32GB cards, one is used in Samsung Galaxy S and the other in Sony Nex-5 camera.",5.0,Solid and reliable performer,47,far experience sandisk memory products nothing excellent work products ive tried reliable two gb cards one used samsung galaxy sony nex camera,22
"This is a very fast card.  I have 2 or 3 of them now, and have had them for a few years, and they are all still working.",5.0,Very fast,28,fast card years still working,5
This is the reason why I love non-apple products. You can increase memory with microsd's and its so much cheaper. These class 10 Sandisks' are amazing. I've bought several from 64gb to 16gb and every single one has lasted. I've had the 64gb for months now and I have no issues. The 16gb I've had for a year and its great. I would highly recommend this product.,5.0,Great price to increase your memory 10fold.,67,reason love nonapple products increase memory microsds much cheaper class sandisks amazing ive bought several gb gb every single one lasted ive gb months issues gb ive year great would highly recommend product,33
"PROsIt copies large files to the card at ~10-12 MB/s and it doesn't choke when slammed with a few hundred little files like pictures and mp3s. It writes 8mp images with a quickness and 1080p 20mbit recording is smooth in my LG Optimus G E970. I waited for these to get to ~this price before ordering, and as usual Amazon Prime is awesome.CONsNot as fast as the gold 16GB SanDisk microSD cards but for 64GB in this form factor, it's faster than I was anticipating.",5.0,"Slightly over advertised speed in exFAT, barely rated speed in FAT32 :-)",85,prosit copies large files card mbs doesnt choke slammed hundred little files like pictures mps writes mp images quickness p mbit recording smooth lg optimus g e waited get price ordering usual amazon prime awesomeconsnot fast gold gb sandisk microsd cards gb form factor faster anticipating,46
"see,,, I own an HTC HD2 with cyanogen Android Rom on it,, I wanted maximum memory capacity for various storage needs including shooting HQ videos ,,, I used to have a patriot 32GB Class 10 on it but the performance wasn't up to my expectations ,,,this badboy right here peroformed like a champ on my smartphone ,,, Alert : ""IT WORKS ON HTC HD2"" ,,,,once I popped this card on my laptop to transfer my data on it,,, I got no less than 14MB\S write speed which is above the specs of the this card,,,Apps access in FAAAST ,,, so far I'm pleased with it ,,, I'll update this after a While when I use it intensively ,,,well done SanDisk ,,,",5.0,"Well Done Product ,,,,",121,see htc hd cyanogen android rom wanted maximum memory capacity various storage needs including shooting hq videos used patriot gb class performance wasnt expectations badboy right peroformed like champ smartphone alert works htc hd popped card laptop transfer data got less mbs write speed specs cardapps access faaast far im pleased ill update use intensively well done sandisk,58
"Have more than one of these MicroSDHC disks and they hold up in my MP3 players, phone, recorder camera etc.",5.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card,20,one microsdhc disks hold mp players phone recorder camera etc,10
"super addition to my tablet,it gives me the space need for my music. I am very satisfied with quality as well as price.",5.0,my music saver,23,super addition tabletit gives space need music satisfied quality well price,11
"A fine product.  I've been using mine for over a year now, and it's never punked out on me.  I just bought another one, to use as a spare.  Delivered on time, reliable, priced fairly.",4.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...,35,fine product ive using mine year never punked bought another one use spare delivered time reliable priced fairly,18
"I own the Samsung Galaxy Tab 2 10.1I bought the 64g microSD card..(please keep in mind I know NOTHING about computers and I was able to do this.)I put it in the device to format...the tablet couldn't read it.  Would never mount.  Tried to format it with my computer....and still just wouldnt work..although it would be formatted.  Remember, I was using all defaults.Sent it back, Amazon sent me another one. (Amazingly fast service)...same thing.I called Amazon...they knew of no issue why my tablet wouldn't accept the card. (I would think that their customer service dept. would stay on top of these posts because I found that this was a HUGE issue)On my THIRD card I did some research.  For whatever reason for this SD card to work it must be formatted as a FAT 32 NOT an exFAT.  BUT...(this is the rub)...windows only allows for formatting either to exFAT or NTSF...(at first, I thought it was an adult swim reference).....so....that sucks....this means that I can't use this card because I can't format it properly.  But wait..there's more....there is a super easy fix....any idiot can do it.....from start to finish took me all of 45 seconds (after reading instructions)...and ta-duh.....now the micro SD card works fine. Thank-you Amazon for your excellent return policy..(super fast, super easy, super friendly)...BUT your live customer service should know about this.  I can't fault the operator...she was nice..seemed genuinely concerned and tried to make it right)...ok.. no more stalling..here is the address of the youtube video.  link to website is in the description.[...] ...link to website in description.  I used all defaults and worked perfect.  or search youtube - convert fat32",5.0,Samsung Galaxy Tab 2 - 10.1  - Did not work..had to convert from exFAT to FAT32 guide for idiots,275,samsung galaxy tab bought g microsd cardplease keep mind know nothing computers able thisi put device formatthe tablet couldnt read would never mount tried format computerand still wouldnt workalthough would formatted remember using defaultssent back amazon sent another one amazingly fast servicesame thingi called amazonthey knew issue tablet wouldnt accept card would think customer service dept would stay top posts found huge issueon third card research whatever reason sd card work must formatted fat exfat butthis rubwindows allows formatting either exfat ntsfat first thought adult swim referencesothat sucksthis means cant use card cant format properly waittheres morethere super easy fixany idiot itfrom start finish took seconds reading instructionsand taduhnow micro sd card works fine thankyou amazon excellent return policysuper fast super easy super friendlybut live customer service know cant fault operatorshe niceseemed genuinely concerned tried make rightok stallinghere address youtube video link website description link website description used defaults worked perfect search youtube convert fat,155
"PERFECT,NO COMPLAINTS,USED AS A VIDEO CARD,ALMOST 5 HOURS OF VIDEO ON THIS LITTLE PIECE OF S,,,,,,,, HA I REMEMBER THE VHS TAPE,ARE WE GETTING CRAZY?",5.0,WORKS GREAT,25,perfectno complaintsused video cardalmost hours video little piece ha remember vhs tapeare getting crazy,14
"never had a problem with it,it does exactly what it is made to do,love Sandisk product,smooth operation,high price but worth it.get it if you like to save,by waiting a day or two.enjoy",5.0,sandisk ultra 32 gb micro sdhc c 10/uhs1 memory card with adapter,32,never problem itit exactly made dolove sandisk productsmooth operationhigh price worth itget like saveby waiting day twoenjoy,17
"People often ask me about bargain-basement pricing on no-name brands of media, and you know I just have to cite my own experiences with cheap media, and it's just that, cheap media, prone to failure or worse if it's a complex format as this one is, the SDXC format. They have crammed a TON of memory modules in that little bujgger, you know? I say go with experience, go with a leader in the field, so there's pretty much SanDisk at the top of the heap, and the rest trail far, far behind in volume and precision assembly techniques...so I vote for SanDisk every time, and unless my experience is changed  by some anomaly I'll keep on recommending SanDisk above all others.It's rated at 40MB/sec write speed, which is enough to keep up with even the fastest real camera or phone camera out there in the wild, and it certainly keeps up with my Samsung Note 3's 13-mega-pixel rocket camera, one that shoots up to 8fps in burst mode taking certain shots, so if it works for that camera perfect, chances are it will work for your setup great also!Buying the SanDisk memory module costs what, $5-$7 more than the others max, right? I say buy this one here, it's a winner in all respects.Wavey Davey 1-12-2014",5.0,SanDisk makes a MEAN SDXC-series of Micro-USB chips!,217,people often ask bargainbasement pricing noname brands media know cite experiences cheap media cheap media prone failure worse complex format one sdxc format crammed ton memory modules little bujgger know say go experience go leader field theres pretty much sandisk top heap rest trail far far behind volume precision assembly techniquesso vote sandisk every time unless experience changed anomaly ill keep recommending sandisk othersits rated mbsec write speed enough keep even fastest real camera phone camera wild certainly keeps samsung note megapixel rocket camera one shoots fps burst mode taking certain shots works camera perfect chances work setup great alsobuying sandisk memory module costs others max right say buy one winner respectswavey davey,113
I am familiar with Sandisk and the quality of product is obvious to me because it installed in my Lumia 820 and it works great.,5.0,MicroSD right,25,familiar sandisk quality product obvious installed lumia works great,9
bought for garmin gps. works very well. also has adapter for sdhc size memory card to plug into reader if you don't have a micro card reader,5.0,SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card,27,bought garmin gps works well also adapter sdhc size memory card plug reader dont micro card reader,17
"I bought two as a back up for my Gopro Hero 3.One from Amazon the other was a gift from BB.Both did not work in my cameras, thinking it was Gopro's new update.Kept getting a SDERRI returned other and it worked with no problem.NOTE to all, there are boot-legged products out there It is hard todetect. But of all the Items I've received from Amazon/Prime and beyondHave been great. I just got stuck with a bad batch.GoPro recommends HX,HC,XC and extreme micro cards.",2.0,Was it me or my camera,83,bought two back gopro hero one amazon gift bbboth work cameras thinking gopros new updatekept getting sderri returned worked problemnote bootlegged products hard todetect items ive received amazonprime beyondhave great got stuck bad batchgopro recommends hxhcxc extreme micro cards,39
Great buy for this SanDisk 16 GB memory. Worked well in my Samsung S4 smartphone. I mainly use the extra memory to save photos and music. Like the adapter that I use frequently to copies files to my desk top pc.,5.0,I saved money buying this SanDisk from Amazon that sold for double the price at Staples and Best Buys.,41,great buy sandisk gb memory worked well samsung smartphone mainly use extra memory save photos music like adapter use frequently copies files desk top pc,25
Bought this to use in a video camera. It's super fast and holds a ton of data. Buy this one!,5.0,Great,20,bought use video camera super fast holds ton data buy one,11
"great price and great manufacture.  the item met my needs for my new phone, I'll have ample storage now using this device.",5.0,good memory card,22,great price great manufacture item met needs new phone ill ample storage using device,14
The memory card works as advertised and I have had no issues while using it with my GoPro Hero 3.,5.0,No issues,20,memory card works advertised issues using gopro hero,8
"What can I say? This card just works. I'm honestly not a fan of Sandisk since their 64GB Ultra MicroSD died on me soon after my baby was born. I lost several weeks of photos, and I was quite angry.To be fair, they did send a new one after I sent them a photo of the old one snapped in half.",5.0,Good solid card,61,say card works im honestly fan sandisk since gb ultra microsd died soon baby born lost several weeks photos quite angryto fair send new one sent photo old one snapped half,31
Now I have a lot more room on my phone. It can be overkill for some but extra space is only wasted if you never use it.,5.0,64 GB,27,lot room phone overkill extra space wasted never use,9
This chip has done very well for my Samsung galaxy note 2. I would highly recommend getting this brand. I have had other brands to have failed and taking all of my data with it.,5.0,Love it,35,chip done well samsung galaxy note would highly recommend getting brand brands failed taking data,15
This microSd card works well with my mobile phone and tablet PC. It was delivered to me in a speedy way than I had ever expected. I love it and would recommend it to my friends.,5.0,Great microSD card,36,microsd card works well mobile phone tablet pc delivered speedy way ever expected love would recommend friends,17
I use it for a tablet. I can only say it works with my tablet and it doesn't break. No more remarks.,5.0,Good,22,use tablet say works tablet doesnt break remarks,8
"We ordered two of them, one for me and one for my sun.We use them on our Galaxy 3 phones and have never hada problem.  I never worry about space on my phone now.",5.0,Works perfectly,34,ordered two one one sunwe use galaxy phones never hada problem never worry space phone,15
randomly died out of nowhere. i have the camera on for about 2 min and the card worked. turned the camera off and back on a few min later and the card no longer worked. I have no idea what happened but this seems to be a common problem with these cards.,1.0,randomly died,52,randomly died nowhere camera min card worked turned camera back min later card longer worked idea happened seems common problem cards,21
"Bought this for my Note 10.1 for some extra space(also use one in my Note 2) No problem being recognized. Now if only Samsung would let me install apps on it, but that's not the cards fault.",5.0,Works great in my Note 10.1,37,bought note extra spacealso use one note problem recognized samsung would let install apps thats cards fault,17
"Got this for Galaxy Note 2. Started receiving ""unexpectedly removed"" messages. Now card is dead and no longer working.  This can be Googled for known issues. Will be contacting Amazon for replacement.  Felt compelled to share.",2.0,No longer working,36,got galaxy note started receiving unexpectedly removed messages card dead longer working googled known issues contacting amazon replacement felt compelled share,21
"fast. however, im not sure if this card case is any more water proof than a normal card. i have been told all of them are water proof. i think this card is faster than several others i use though",5.0,new,40,fast however im sure card case water proof normal card told water proof think card faster several others use though,20
"I didn't format the card 1st and it cost me my video. Don't do what I did; format the card then use it (Windows PC) I'm not sure if you have to format 1st when using MAC. I used a PNY SDHC 16gb card and it did just as good as the SanDisk and it cost about $15 less, I think that's the better way to go, you're getting the same results just not as long of video time.",3.0,FORMAT 1ST!!! for the Hero2 GOPRO,79,didnt format card st cost video dont format card use windows pc im sure format st using mac used pny sdhc gb card good sandisk cost less think thats better way go youre getting results long video time,38
"When I first inserted the card in my computer it wouldn't recognize it.  Had to &#34;jiggle&#34; it around in the card reader, and then it took a long time for my computer to finally recognize something was there.  When I tried to read and/or format the card it kept telling me &#34;There is no disc installed in removable drive E&#34;.  I wasted a lot of time trying to find a cause/fix before I tried a different SD adapter.  As soon as I changed adapters the card worked perfectly.",3.0,Card not recognized - Bad adapter,88,first inserted card computer wouldnt recognize jiggle around card reader took long time computer finally recognize something tried read andor format card kept telling disc installed removable drive e wasted lot time trying find causefix tried different sd adapter soon changed adapters card worked perfectly,45
Memory card works great in my phone and other micro sdhc compatible devices. Do be sure to look out for the compatibility of your device. Some are not sdhc compatible. Luckily everything I have now is compatible. The 32gb size is excellent especially for embedded devices. I use mine with the Raspberry Pi using the adapter and it's speedy.,5.0,Fast and small card,59,memory card works great phone micro sdhc compatible devices sure look compatibility device sdhc compatible luckily everything compatible gb size excellent especially embedded devices use mine raspberry pi using adapter speedy,31
"This is a wonderful product.  May not hold my whole library, but close enough.  Works great with the Galaxy Note 10.1, just need to reformat it as FAT and you're good to go.",5.0,Works great with Galaxy Note 10.1,33,wonderful product may hold whole library close enough works great galaxy note need reformat fat youre good go,18
This little memory card is quite fast and it gives me a ton of expansion storage on my Galaxy S3. File transfers from the phone's internal storage or over a USB connection to my PC from the card when it it's in my phone are a lot faster than I anticipated. The included adapter for using the microcard in a PC SIM Card Slot doesn't work. I've tried reading the microcard using the full size SIM  adapter in three different PC's and had  no luck at all. I think the adapter is just junk.,3.0,Good Smartphone Add-On,94,little memory card quite fast gives ton expansion storage galaxy file transfers phones internal storage usb connection pc card phone lot faster anticipated included adapter using microcard pc sim card slot doesnt work ive tried reading microcard using full size sim adapter three different pcs luck think adapter junk,49
"You need to format this card to FAT32 before using it in your cell phone, otherwise it will not work. My Samsung Galaxy S3 kept giving me beef until I did so. It's handy to have a laptop sitting around that has a port that can take this card with its adapter in.Luckily I had one such laptop lying around. Otherwise, this card works great and holds quite a bit of space. Giving it 4 stars for the initial grief with formatting it. IIRC I used a tool called Fat32 Format, but it's on my laptop so I haven't checked.",4.0,Make sure to format this!,100,need format card fat using cell phone otherwise work samsung galaxy kept giving beef handy laptop sitting around port take card adapter inluckily one laptop lying around otherwise card works great holds quite bit space giving stars initial grief formatting iirc used tool called fat format laptop havent checked,49
I've seen some reviews of Micro SD media that complains about it working for only a certain number of re-writes before it fails. I've been using these SD cards in dash cameras for the last 6 months and they are still working great!,5.0,In use every day!,43,ive seen reviews micro sd media complains working certain number rewrites fails ive using sd cards dash cameras last months still working great,23
"Used on: Nokia Pureview 808 for video and photographyPro: was cheap and fastCons: will freeze from time to time or disk error message comes in and I would lose things I've either photographed or filmed using my Nokia Pureview 808. In order to make the microsd work, I have to restart my phone every time. The error message comes and go.07.17.13 UpdateI returned and exchanged my card with a new one free of charge by Amazon who's willing to pay for shipping too. It turns out, my previous microsd ultra class 10 sandisk was a defective card. The new card I receive works well now and no error message pops up on my Nokia pureview 808 smartphone. I can now film and take pictures with it without having to worry. Thanks Amazon.",5.0,Does not work well with Nokia Pureview 808 updated 7/17/13,132,used nokia pureview video photographypro cheap fastcons freeze time time disk error message comes would lose things ive either photographed filmed using nokia pureview order make microsd work restart phone every time error message comes go updatei returned exchanged card new one free charge amazon whos willing pay shipping turns previous microsd ultra class sandisk defective card new card receive works well error message pops nokia pureview smartphone film take pictures without worry thanks amazon,75
Added this card to my Note 2 for massive storage capacity. Phone recognized the card without any issues and it's been solid since its installation. Read/write when plugged into a computer is blazing fast.,5.0,Get massive storage on your smartphone,34,added card note massive storage capacity phone recognized card without issues solid since installation readwrite plugged computer blazing fast,19
"I bought this because I needed more storage for Asus TF700T tablet and this was the largest capacity microSD card I could find. Card came preformated with the exFAT file system which is recognized by the Asus TF700T tablet and many other Android devices. The only reason I take a star off is because I can't attain transfer speeds anywhere near the 30 MB/s that SanDisk claims (I averaged around 8 MB/s which is fine for utilizing media on the tablet, but made the initial transfer of 30GB of files onto the card a slow process).",4.0,Worked right out of the package in my Asus TF700T Tablet,96,bought needed storage asus tft tablet largest capacity microsd card could find card came preformated exfat file system recognized asus tft tablet many android devices reason take star cant attain transfer speeds anywhere near mbs sandisk claims averaged around mbs fine utilizing media tablet made initial transfer gb files onto card slow process,53
"The 32gb holds alot and when they say that this memory card is fast, they mean it. Holds everything I need on my android phone and works well with it. Had a few issues with the phone primarily but it was resolved when I reset the phone (note: The phone is an old Sony Xperia Ion Lt28a and has had issues from overuse so I needed to reset it regardless of the memory card). Once I finished setting up the phone and memory card from factory specs the devices worked like a charm. Still would not overrate it though so 3 like most of my other reviews.",3.0,"Not bad, had a few problems but not anymore",107,gb holds alot say memory card fast mean holds everything need android phone works well issues phone primarily resolved reset phone note phone old sony xperia ion lta issues overuse needed reset regardless memory card finished setting phone memory card factory specs devices worked like charm still would overrate though like reviews,52
"I have been pleased with the performance and price point for this card. No complaints, I would recommend it based on price & performance.",5.0,Fast card at good price,24,pleased performance price point card complaints would recommend based price performance,11
"My wife and I both own Samsung Galaxy S2 Skyrockets, and I bought these to replace the cheap cards that we originally used in them.  The space is wonderful, and the whole phone seems faster with these cards installed.  Very happy with this purchase.",5.0,Great in and Android Phone!,44,wife samsung galaxy skyrockets bought replace cheap cards originally used space wonderful whole phone seems faster cards installed happy purchase,20
Works great - I purchased two; one for my new cell phone and one for my new tablet.,5.0,Great value for the money.,18,works great purchased two one new cell phone one new tablet,11
"It's a little more than SanDisk's slow 16GB microSDHC, but cheaper than some other brands, and it works.Writes are a bit slow when the card fills up, but that's endemic to all SD cards, and it's not as bad as some other cards.",5.0,"Good, fast, cheap: Select three.",43,little sandisks slow gb microsdhc cheaper brands workswrites bit slow card fills thats endemic sd cards bad cards,18
"Bought this for one purpose -- to plug into my Asus TF700T tablet.  Worked perfectly; nice and fast (fast enough, at least) and full 64GB capacity recognized.",5.0,Works just fine!,27,bought one purpose plug asus tft tablet worked perfectly nice fast fast enough least full gb capacity recognized,18
"Using the card for videos and music, have already filled it up and it works great playing back my media!",4.0,worked fine in a Sumsung Galaxy S4,20,using card videos music already filled works great playing back media,11
amazing storage and speed! what more could u want! its almsot cheaper then buying the full sized sd card z,5.0,GREAT,20,amazing storage speed could u want almsot cheaper buying full sized sd card z,14
I finally have a micro SD card that I can use to transfer pictures from my computer to my photo printer.  Works flawlessly.,5.0,Great addition to my computer/iPhone/Photo Printer,23,finally micro sd card use transfer pictures computer photo printer works flawlessly,12
The micro card also comes with an adaptor to allow use as a SD card.  I used it to increase memory in a cell phone and it worked perfectly.,5.0,SanDisk Ultra 32 GB,29,micro card also comes adaptor allow use sd card used increase memory cell phone worked perfectly,16
"Fast data speeds, large capacity and worked right off the bat in my Samsung SIII. Love the fact it holds my large music and audio books library on the device.",5.0,Large storage capacity with fast data transfer speeds.,30,fast data speeds large capacity worked right bat samsung siii love fact holds large music audio books library device,19
"Purchase this for my asus tablet, read and write times are excellent, no problems so far.  came with case and adapter.  good price.",4.0,works ad described,23,purchase asus tablet read write times excellent problems far came case adapter good price,14
"Card is recognized as 59.5GB as expected.  I'm able to carry around all of my music without having to carry an iPod as well, now.  It came with a plastic case with an SD card adapter.",5.0,Awesome In My Galaxy S4,36,card recognized gb expected im able carry around music without carry ipod well came plastic case sd card adapter,19
I love the product!This is only a place you can review the product - not the handing! The handling sucked - the product is great!,5.0,Just what I expected!,25,love productthis place review product handing handling sucked product great,10
I ordered this to replace an aging Class 4 card being used with N2A (Nook 2 Android) KitKat 4.4.  This card turned that into a usable Android tablet!  N2A with the Class 4 card was brutally slow but now the tablet is very useful.  Definitely worth the upgrade.,5.0,FAST!,48,ordered replace aging class card used na nook android kitkat card turned usable android tablet na class card brutally slow tablet useful definitely worth upgrade,25
Great price for a great card. This is a genuine fast SanDisk brand card. It has worked flawlessly in my Sony DSC-TX200V. Pictures transfer to my computer very fast with a USB 3.0 card reader.,5.0,Good buy,35,great price great card genuine fast sandisk brand card worked flawlessly sony dsctxv pictures transfer computer fast usb card reader,20
I just plugged into my Samsung Note II and the phone recognized it without any issues. Everything worked perfectly.  I didn't have to format or mess with it in anyway.,5.0,Perfect for my Samsung Note II,30,plugged samsung note ii phone recognized without issues everything worked perfectly didnt format mess anyway,15
"I bought this to use on my tablet (an Asus Transformer TF101) to backup some of my data before I flashed a custom ROM. Works as expected out of the box; no formatting or fiddling needed. It comes with an SD card adapter and a little plastic case for it and the adapter. Android and the recovery kernels I've used have no trouble detecting whatever the default filesystem is on it.The one thing I would note: if you have an older SD card reader on your computer, it may not be able to read HC or XC micro SD cards. You may want to check if your read supports them.I recommend this to anyone who needs a SD or micro SD card for any purpose. It's cheap, tiny, and has massive storage capacity for it's size, so long as your device supports it.",5.0,And suddenly my tablet has 200% more storage,143,bought use tablet asus transformer tf backup data flashed custom rom works expected box formatting fiddling needed comes sd card adapter little plastic case adapter android recovery kernels ive used trouble detecting whatever default filesystem itthe one thing would note older sd card reader computer may able read hc xc micro sd cards may want check read supports themi recommend anyone needs sd micro sd card purpose cheap tiny massive storage capacity size long device supports,76
the packaging opens very easy and the micro sd card works flawlessly in my razor maxx hd and asus transformer.,5.0,plenty of storage on my phone,20,packaging opens easy micro sd card works flawlessly razor maxx hd asus transformer,13
"the product works after several months. i have no problems with it, and its holding out well! thank you very much",5.0,great micro sd card!,21,product works several months problems holding well thank much,9
Purchased two of these as they are the best. Yes there are faster SanDisk cards but this works just fine in the Note II .,5.0,The Best,25,purchased two best yes faster sandisk cards works fine note ii,11
"Man, this 128 (122gb actually) is amazing!  I had a 64gb card and been transferring my apps to the external card and ran out of memory.  With this bad boy, I can move anything I want, load it with tons of music and still have tons of space.  Highly recommended.",5.0,Best of the West,50,man gb actually amazing gb card transferring apps external card ran memory bad boy move anything want load tons music still tons space highly recommended,25
I can't believe how small memory cards are getting! This fantastic little device fits into an adapter that can be read by my MAC!,5.0,William's Review,24,cant believe small memory cards getting fantastic little device fits adapter read mac,13
Have been using this non stop for 6 months without any failure or problems. It is the fastest one that I have been able to find and all of this in a tiny little microSD.,5.0,Huge capacity,35,using non stop months without failure problems fastest one able find tiny little microsd,14
"What can I say . . . ? It's a SanDisk Class 10! They have been making SD, USB, and micro SD cards a long time!",5.0,"Also, what a great price!",26,say sandisk class making sd usb micro sd cards long time,11
"works great, i trust SanDisk for quality.  I would recommend this sd card to anyone who is looking for a large storage card for videos.",4.0,sd card,25,works great trust sandisk quality would recommend sd card anyone looking large storage card videos,15
"Works great in my Samsung Galaxy S4.  Hold a lot of data files, photos, and apps.  I may never use the full capacity of this reliable microSDXC Class 10 card.",5.0,Buy this card!,30,works great samsung galaxy hold lot data files photos apps may never use full capacity reliable microsdxc class card,19
"All I can say is that if you need a new SD card, dodn't hesitate to buy this one.  Great deal and it works perfectly.",5.0,Worked Perfectly On My Galaxy S3,25,say need new sd card dodnt hesitate buy one great deal works perfectly,13
